Chr7	18601328	18615858	Chr1	46161956	46147417	color=purple
Chr7	18601329	18615858	Chr1	53448491	53433963	color=purple
Chr7	31723978	31739006	Chr1	45576564	45561455	color=purple
Chr4	18720869	18735431	Chr1	1450687	1436131	color=purple
Chr4	23417236	23431813	Chr1	1450687	1436129	color=purple
Chr4	28449239	28463831	Chr1	40447794	40433241	color=purple
Chr4	38295324	38309878	Chr1	46161955	46147414	color=purple
Chr4	40812796	40827344	Chr1	47032864	47018344	color=purple
Chr6	10694580	10709132	Chr1	47032863	47018345	color=purple
Chr6	10845574	10860132	Chr1	48645631	48631085	color=purple
Chr6	10845574	10860132	Chr1	48634997	48620451	color=purple
Chr6	10845574	10860132	Chr1	48624360	48609818	color=purple
Chr6	15967947	15982490	Chr1	53185229	53170684	color=purple
Chr6	33307568	33322118	Chr1	39482820	39468253	color=purple
Chr6	36809650	36824170	Chr1	39750227	39735662	color=purple
Chr6	36809675	36824178	Chr1	48645612	48631075	color=purple
Chr6	36809675	36824178	Chr1	48634978	48620441	color=purple
Chr6	43391386	43405905	Chr1	11132179	11117636	color=purple
Chr2	25177299	25191844	Chr1	3062570	3047997	color=purple
Chr2	38137636	38152158	Chr1	39482824	39468252	color=purple
Chr2	38492861	38507412	Chr1	39482820	39468252	color=purple
Chr5	15429021	15443579	Chr1	1450687	1436131	color=purple
Chr5	18235558	18250108	Chr1	46161955	46147414	color=purple
Chr5	29745703	29760255	Chr1	39482820	39468252	color=purple
Chr5	30940580	30955190	Chr1	36077080	36062490	color=purple
Chr5	41713525	41728033	Chr1	47032854	47018344	color=purple
Chr5	43025318	43039865	Chr1	1450687	1436131	color=purple
Chr8	9183703	9198303	Chr1	53448491	53433963	color=purple
Chr8	29228552	29243110	Chr1	39482820	39468252	color=purple
Chr8	30499854	30514484	Chr1	43916398	43901819	color=purple
Chr8	33154935	33169490	Chr1	13033676	13019152	color=purple
Chr8	45302269	45316808	Chr1	39482820	39468251	color=purple
Chr8	45961595	45976111	Chr1	53185229	53170683	color=purple
Chr8	46037317	46051888	Chr1	46161956	46147417	color=purple
Chr3	1347966	1362502	Chr1	47032866	47018340	color=purple
Chr3	45837370	45851902	Chr1	53448491	53433962	color=purple
Chr9	1144718	1159285	Chr1	1450687	1436131	color=purple
Chr9	12068066	12082594	Chr1	53448491	53433963	color=purple
Chr9	12130906	12145454	Chr1	13033676	13019151	color=purple
Chr9	25062651	25077177	Chr1	13033676	13019152	color=purple
Chr9	25062651	25077177	Chr1	46161955	46147417	color=purple
Chr6	12283754	12298298	Chr2	6379025	6364482	color=purple
Chr9	1144718	1159286	Chr2	32132638	32118064	color=purple
Chr9	1144718	1159286	Chr2	38507412	38492860	color=purple
Chr5	4975720	4990262	Chr2	6379024	6364482	color=purple
Chr5	10537273	10551827	Chr2	32132638	32118064	color=purple
Chr5	10537271	10551826	Chr2	25593052	25578498	color=purple
Chr5	10537273	10551826	Chr2	38152158	38137640	color=purple
Chr5	29745703	29760255	Chr2	37552358	37537852	color=purple
Chr5	30940580	30955189	Chr2	40507633	40493019	color=purple
Chr5	35868460	35883011	Chr2	25593050	25578498	color=purple
Chr3	52866907	52881448	Chr2	6379024	6364482	color=purple
Chr7	10775187	10789727	Chr2	43806708	43792151	color=purple
Chr7	28655219	28669786	Chr2	38496745	38482176	color=purple
Chr7	31160633	31175195	Chr2	43806714	43792143	color=purple
Chr1	39468252	39482820	Chr2	38507412	38492861	color=purple
Chr1	46147417	46161955	Chr2	19116711	19102210	color=purple
Chr8	14986278	15000831	Chr2	38152158	38137640	color=purple
Chr8	14986277	15000831	Chr2	25593051	25578498	color=purple
Chr4	18720869	18735431	Chr2	38507412	38492861	color=purple
Chr4	18720868	18735431	Chr2	32132639	32118065	color=purple
Chr6	10694580	10709133	Chr3	45851901	45837369	color=purple
Chr6	37036548	37079040	Chr3	27467008	27424529	color=purple
Chr8	14196375	14210896	Chr3	13202685	13188145	color=purple
Chr8	14392328	14406887	Chr3	13202685	13188144	color=purple
Chr8	21486202	21500746	Chr3	52881448	52866907	color=purple
Chr7	3665491	3680023	Chr3	48616094	48601586	color=purple
Chr7	9664329	9678866	Chr3	45851901	45837370	color=purple
Chr7	18601328	18615858	Chr3	1362498	1347969	color=purple
Chr9	25062651	25077160	Chr3	48559978	48545455	color=purple
Chr4	28449239	28463830	Chr3	62700723	62686173	color=purple
Chr5	9187044	9201585	Chr3	48559987	48545454	color=purple
Chr5	18235558	18250090	Chr3	48559978	48545454	color=purple
Chr5	41713525	41728032	Chr3	45851892	45837370	color=purple
Chr2	6364482	6379024	Chr3	52881448	52866907	color=purple
Chr6	10694579	10709132	Chr4	38309876	38295324	color=purple
Chr6	15967947	15982490	Chr4	40827343	40812797	color=purple
Chr6	33307568	33322118	Chr4	55889659	55875112	color=purple
Chr6	51647360	51661923	Chr4	18735432	18720869	color=purple
Chr6	51647361	51661924	Chr4	23431811	23417235	color=purple
Chr9	22633778	22648355	Chr4	23431818	23417229	color=purple
Chr9	22633785	22648349	Chr4	55889659	55875110	color=purple
Chr9	22633785	22648348	Chr4	18735431	18720869	color=purple
Chr2	32118065	32132638	Chr4	23431811	23417236	color=purple
Chr2	32118065	32132639	Chr4	18735431	18720868	color=purple
Chr2	38482179	38496745	Chr4	18735431	18720869	color=purple
Chr2	38482179	38496746	Chr4	23431811	23417235	color=purple
Chr1	1436129	1450687	Chr4	23431813	23417236	color=purple
Chr1	1436131	1450687	Chr4	18735431	18720869	color=purple
Chr1	1436131	1450687	Chr4	55889659	55875111	color=purple
Chr1	47018344	47032864	Chr4	40827344	40812796	color=purple
Chr7	2752029	2766552	Chr4	40827343	40812797	color=purple
Chr7	3497956	3512461	Chr4	40827343	40812796	color=purple
Chr4	40812797	40827345	Chr5	9201600	9187050	color=purple
Chr1	1436131	1450687	Chr5	15443579	15429021	color=purple
Chr1	36062490	36077080	Chr5	30955190	30940580	color=purple
Chr1	46147414	46161955	Chr5	18250108	18235558	color=purple
Chr7	18601328	18615849	Chr5	41728033	41713525	color=purple
Chr7	24714189	24728794	Chr5	25366195	25351606	color=purple
Chr7	32128459	32142969	Chr5	6047012	6032453	color=purple
Chr3	45837370	45851892	Chr5	41728032	41713525	color=purple
Chr3	48545454	48559987	Chr5	9201585	9187044	color=purple
Chr3	48545454	48559978	Chr5	18250090	18235558	color=purple
Chr2	6364482	6379024	Chr5	4990262	4975720	color=purple
Chr2	25578498	25593050	Chr5	35883011	35868460	color=purple
Chr2	25578498	25593050	Chr5	43039865	43025318	color=purple
Chr2	25578498	25593052	Chr5	10551826	10537271	color=purple
Chr2	37537852	37552358	Chr5	29760255	29745703	color=purple
Chr2	38137640	38152158	Chr5	10551826	10537273	color=purple
Chr2	38137640	38152158	Chr5	15443579	15429021	color=purple
Chr2	38137640	38152160	Chr5	43039865	43025316	color=purple
Chr2	38492860	38507412	Chr5	10551827	10537273	color=purple
Chr2	40493019	40507633	Chr5	30955189	30940580	color=purple
Chr6	10694579	10709132	Chr5	18250106	18235558	color=purple
Chr6	10694579	10709132	Chr5	9201601	9187052	color=purple
Chr6	32700773	32715389	Chr5	25366195	25351606	color=purple
Chr6	33307568	33322118	Chr5	15443579	15429022	color=purple
Chr9	22633785	22648349	Chr5	10551826	10537272	color=purple
Chr8	9183702	9198303	Chr5	41847766	41833249	color=purple
Chr8	14986278	15000832	Chr5	29760255	29745702	color=purple
Chr8	21486202	21500746	Chr5	4990262	4975720	color=purple
Chr8	29228552	29243110	Chr5	43039865	43025318	color=purple
Chr8	45302269	45316808	Chr5	10551826	10537272	color=purple
Chr8	46037318	46051889	Chr5	41847765	41833248	color=purple
Chr1	11117636	11132179	Chr6	43405905	43391386	color=purple
Chr1	39735662	39750227	Chr6	36824170	36809650	color=purple
Chr1	46147417	46161955	Chr6	9842380	9827824	color=purple
Chr1	48631075	48645612	Chr6	36824178	36809675	color=purple
Chr1	53170684	53185229	Chr6	15982490	15967947	color=purple
Chr1	54195356	54209913	Chr6	43405904	43391385	color=purple
Chr5	9187052	9201601	Chr6	10709132	10694579	color=purple
Chr5	15429022	15443579	Chr6	33322118	33307568	color=purple
Chr5	15429020	15443579	Chr6	51661924	51647361	color=purple
Chr5	15429021	15443582	Chr6	21468685	21454137	color=purple
Chr7	3133225	3147779	Chr6	36824169	36809648	color=purple
Chr7	18601329	18615858	Chr6	10709132	10694580	color=purple
Chr4	18720869	18735432	Chr6	51661923	51647360	color=purple
Chr4	23417235	23431811	Chr6	51661924	51647361	color=purple
Chr4	38295324	38309876	Chr6	10709132	10694579	color=purple
Chr4	55875112	55889659	Chr6	33322118	33307568	color=purple
Chr2	6364482	6379025	Chr6	12298298	12283754	color=purple
Chr8	7889253	7903788	Chr6	10709132	10694579	color=purple
Chr8	21486202	21500746	Chr6	12298298	12283755	color=purple
Chr8	24589661	24604216	Chr6	21468685	21454140	color=purple
Chr8	24589662	24604216	Chr6	33322118	33307568	color=purple
Chr8	27148558	27163176	Chr6	32183899	32169282	color=purple
Chr8	33154935	33169490	Chr6	10709132	10694580	color=purple
Chr8	46037318	46051888	Chr6	10709132	10694580	color=purple
Chr9	1144716	1159285	Chr6	51661925	51647361	color=purple
Chr3	21071740	21092019	Chr6	30511280	30491043	color=purple
Chr3	27424529	27467008	Chr6	37079040	37036548	color=purple
Chr3	45837369	45851901	Chr6	10709133	10694580	color=purple
Chr4	40812797	40827343	Chr7	2766552	2752029	color=purple
Chr4	40812796	40827343	Chr7	3512461	3497956	color=purple
Chr4	43268991	43283517	Chr7	3680023	3665494	color=purple
Chr5	6032453	6047012	Chr7	32142969	32128459	color=purple
Chr5	9187052	9201600	Chr7	9678866	9664329	color=purple
Chr5	25351606	25366195	Chr7	24728794	24714189	color=purple
Chr5	41713525	41728033	Chr7	18615849	18601328	color=purple
Chr6	10694580	10709132	Chr7	7297241	7282717	color=purple
Chr6	36809648	36824169	Chr7	3147779	3133225	color=purple
Chr6	42603182	42617685	Chr7	3147759	3133227	color=purple
Chr1	1436131	1450687	Chr7	28669783	28655219	color=purple
Chr1	46147417	46161955	Chr7	2766552	2752029	color=purple
Chr1	46147417	46161956	Chr7	18615858	18601328	color=purple
Chr1	53433960	53448491	Chr7	3512463	3497956	color=purple
Chr2	43792143	43806714	Chr7	31175195	31160633	color=purple
